Gene.stable.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PgR086X_g006,3004.75,-0.94,0.46,-2.05,0.04,0.15
PgR086X_g007,1233.12,-0.14,0.25,-0.55,0.58,0.76
PgR086X_g008,9452.34,-0.48,0.13,-3.62,0.00,0.00
PgR086X_g009,440.25,1.11,0.63,1.76,0.08,0.23
PgR086X_g010,2385.78,0.10,0.16,0.60,0.55,0.74
PgR086X_g011,2963.99,-0.27,0.25,-1.06,0.29,0.51
PgR086X_g012,1.70,3.79,2.82,1.34,0.18,0.39
PgR086X_g013,606.72,1.61,0.59,2.71,0.01,0.05
PgR086X_g014,37.33,1.40,1.22,1.14,0.25,0.47
PgR086X_g015,2416.51,2.32,0.54,4.29,0.00,0.00
PgR086X_g016,1852.47,0.16,0.20,0.77,0.44,0.65
PgR086X_g017,619.54,0.68,0.44,1.54,0.12,0.31
PgR086X_g018,2102.75,-0.49,0.22,-2.22,0.03,0.11
PgR086X_g021,275.95,-0.01,0.36,-0.02,0.98,0.99
PgR087_g002,2215.56,0.11,0.31,0.35,0.73,0.86
PgR087_g003,4698.92,-0.75,0.32,-2.36,0.02,0.09
PgR087_g004,309.34,-0.14,0.58,-0.24,0.81,0.91
PgR087_g005,245.90,2.60,0.53,4.87,0.00,0.00
PgR087_g007,439.22,-0.06,0.78,-0.08,0.94,0.97
PgR087_g008,1565.66,0.02,0.22,0.11,0.92,0.96
PgR087_g009,5.37,2.63,1.60,1.65,0.10,0.27
PgR087_g010,67.97,5.71,1.10,5.20,0.00,0.00
PgR087_g012,2984.18,0.05,0.15,0.35,0.73,0.86
PgR087_g013,294.77,0.19,0.24,0.80,0.43,0.64
PgR087_g014,28.40,1.92,1.48,1.30,0.19,0.40
PgR087_g015,1064.53,1.26,0.33,3.77,0.00,0.00
PgR087_g017,1463.06,-0.32,0.24,-1.34,0.18,0.39
PgR087_g019,11527.08,0.18,0.15,1.19,0.23,0.45
PgR087_g020,2419.82,-0.64,0.26,-2.43,0.02,0.08
PgR087_g022,33765.69,1.31,0.89,1.48,0.14,0.33
PgR087_g023,1432.61,-0.24,0.21,-1.18,0.24,0.46
PgR087_g024,1367.40,0.03,0.32,0.08,0.93,0.97
PgR087_g025,1693.47,-0.36,0.23,-1.60,0.11,0.29
PgR087_g026,722.63,0.28,0.25,1.12,0.26,0.49
PgR087_g027,5881.19,-0.81,0.29,-2.81,0.00,0.04
PgR087_g028,635.43,0.18,0.16,1.07,0.29,0.51
PgR087_g029,186.77,0.57,0.35,1.64,0.10,0.27
PgR087_g030,56.33,-0.61,0.51,-1.20,0.23,0.45
PgR087_g031,3393.30,-0.40,0.16,-2.42,0.02,0.08
PgR087_g032,567.59,0.18,0.24,0.75,0.45,0.66
PgR087_g033,1612.10,-0.58,0.16,-3.63,0.00,0.00
PgR087_g034,758.41,-0.17,0.36,-0.47,0.64,0.80
PgR087_g036,218.09,0.57,0.59,0.97,0.33,0.56
PgR087_g038,345.02,0.21,0.22,0.93,0.35,0.57
PgR087_g039,368.18,0.06,0.21,0.31,0.76,0.88
PgR087_g040,16.96,-0.22,0.92,-0.24,0.81,0.90
PgR087_g041,460.97,1.99,0.35,5.63,0.00,0.00
PgR088_g002,7664.19,-0.29,0.22,-1.28,0.20,0.42
PgR088_g004,89.97,0.69,0.69,0.99,0.32,0.55
PgR088_g005,600.54,0.04,0.25,0.15,0.88,0.94
PgR088_g006,1276.00,-0.50,0.15,-3.40,0.00,0.01
PgR088_g008,4242.36,-2.21,1.61,-1.38,0.17,0.37
PgR088_g010,105.63,3.15,1.26,2.50,0.01,0.07
PgR088_g011,308.88,0.50,0.32,1.58,0.11,0.29
PgR088_g012,2395.22,-0.72,0.38,-1.92,0.05,0.18
PgR088_g013,914.61,-0.02,0.16,-0.13,0.90,0.95
PgR088_g014,2090.22,-0.32,0.22,-1.51,0.13,0.32
PgR088_g015,26.34,0.93,0.71,1.32,0.19,0.40
PgR088_g016,982.37,2.03,0.62,3.26,0.00,0.01
PgR088_g017,796.45,0.38,1.45,0.26,0.79,0.90
PgR088_g018,302.18,3.20,1.18,2.72,0.01,0.04
PgR088_g019,94.57,8.93,1.26,7.08,0.00,0.00
PgR088_g020,445.28,-0.62,1.58,-0.39,0.70,0.84
PgR088_g021,6.69,-0.21,1.66,-0.13,0.90,0.95
PgR088_g022,6.41,1.87,1.13,1.66,0.10,0.27
PgR088_g027,29.88,7.45,1.31,5.68,0.00,0.00
PgR088_g028,1023.05,2.64,1.33,1.99,0.05,0.17
PgR088_g029,26.79,-0.50,1.48,-0.34,0.73,0.86
PgR088_g030,9090.88,0.22,0.20,1.13,0.26,0.48
PgR088_g031,5.71,0.91,1.70,0.54,0.59,0.77
PgR088_g032,33.14,4.96,1.04,4.74,0.00,0.00
PgR088_g033,1061.92,0.26,0.24,1.06,0.29,0.51
PgR088_g034,860.96,-0.01,0.18,-0.05,0.96,0.98
PgR089_g001,2951.28,-0.12,0.12,-1.03,0.30,0.53
PgR089_g002,2186.91,-0.83,0.33,-2.51,0.01,0.07
PgR089_g003,727.03,1.68,0.70,2.39,0.02,0.08
PgR089_g004,1024.07,-0.13,0.43,-0.31,0.75,0.87
PgR089_g005,1590.27,0.16,0.19,0.86,0.39,0.61
PgR089_g006,155.11,0.70,0.33,2.14,0.03,0.13
PgR089_g007,12.93,6.08,1.16,5.26,0.00,0.00
PgR012_g193,14.91,5.03,1.86,2.70,#N/A,#N/A
PgR089_g010,231.72,0.31,0.20,1.58,0.11,0.29
PgR089_g011,1202.36,2.14,0.51,4.24,0.00,0.00
PgR089_g012,1688.44,-0.44,0.33,-1.31,0.19,0.40
PgR089_g014,4943.63,-0.22,0.22,-1.03,0.30,0.52
PgR089_g015,22.47,6.67,1.03,6.51,0.00,0.00
PgR089_g016,690.45,0.64,0.28,2.28,0.02,0.10
PgR089_g017,616.89,0.25,0.26,0.96,0.34,0.56
PgR089_g018,8714.31,-0.24,0.18,-1.37,0.17,0.38
PgR089_g019,221.75,-0.38,0.24,-1.56,0.12,0.30
PgR089_g020,1078.97,0.38,0.96,0.40,0.69,0.83
PgR089_g021,2015.37,-0.71,0.22,-3.17,0.00,0.02
PgR089_g022,3280.83,-0.13,0.24,-0.56,0.58,0.76
PgR089_g023,472.36,1.88,0.69,2.73,0.01,0.04
PgR089_g025,358.93,-0.59,0.64,-0.92,0.36,0.58
PgR089_g026,441.96,-0.09,0.17,-0.52,0.61,0.78
PgR089_g027,185.21,1.10,0.50,2.20,0.03,0.12
PgR089_g028,171.06,1.70,0.60,2.85,0.00,0.03
PgR089_g031,6387.56,-0.50,0.24,-2.14,0.03,0.13
PgR089_g032,36.25,6.71,1.18,5.68,0.00,0.00
PgR089_g033,51.04,-2.69,1.51,-1.78,0.08,0.23
PgR089_g034,4.28,3.22,1.40,2.29,0.02,0.10
PgR089_g035,322.40,1.12,0.71,1.58,0.11,0.29
PgR089_g036,17686.54,-0.51,0.18,-2.86,0.00,0.03
PgR089_g037,2.06,1.75,1.23,1.42,0.16,0.36
PgR089_g038,2279.84,-1.72,2.37,-0.73,0.47,0.67
PgR089_g040,317.62,0.02,0.55,0.04,0.97,0.98
PgR089_g042,2452.67,-0.28,0.27,-1.03,0.30,0.53
PgR089_g043,218.89,2.29,0.55,4.20,0.00,0.00
PgR089_g044,1593.44,-1.20,0.57,-2.12,0.03,0.13
PgR089_g045,379.77,0.17,0.32,0.55,0.58,0.76
PgR089_g046,196.95,-0.81,0.44,-1.84,0.07,0.21
PgR089_g047,3060.84,-1.44,0.34,-4.21,0.00,0.00
PgR089_g048,269.06,1.08,0.45,2.42,0.02,0.08
PgR089_g049,15.88,6.53,2.16,3.02,0.00,0.02
PgR089_g050,389.47,0.57,0.22,2.63,0.01,0.05
PgR090_g001,319.73,2.18,1.12,1.96,0.05,0.17
PgR090_g002,1302.02,-1.01,0.51,-1.99,0.05,0.17
PgR090_g003,9396.55,-1.01,0.47,-2.14,0.03,0.13
PgR090_g005,654.78,4.16,0.77,5.38,0.00,0.00
PgR090_g006,1.80,2.00,1.78,1.12,0.26,0.48
PgR090_g007,240.24,0.40,0.31,1.30,0.19,0.41
PgR090_g008,719.23,-2.42,1.49,-1.62,0.10,0.28
PgR090_g009,46509.04,-1.27,1.04,-1.22,0.22,0.44
PgR090_g010,1900.52,-0.58,0.40,-1.46,0.15,0.34
PgR090_g011,51902.03,-0.38,0.25,-1.51,0.13,0.32
PgR090_g013,10091.77,-0.08,0.35,-0.23,0.82,0.91
PgR090_g014,61.30,1.21,0.87,1.39,0.16,0.37
PgR090_g015,4162.08,-0.28,0.27,-1.04,0.30,0.52
PgR090_g016,4182.59,-0.84,0.27,-3.15,0.00,0.02
PgR090_g017,2927.62,0.02,0.25,0.09,0.93,0.97
PgR090_g018,1202.92,0.18,0.26,0.68,0.50,0.70
PgR090_g020,1331.08,0.31,0.45,0.70,0.48,0.69
PgR090_g021,1192.06,-0.58,0.24,-2.44,0.01,0.08
PgR090_g022,98.98,-0.23,0.32,-0.72,0.47,0.68
PgR090_g023,200.08,0.90,0.25,3.61,0.00,0.00
PgR090_g024,27.29,0.93,0.45,2.08,0.04,0.14
PgR090_g025,4378.97,-0.89,0.36,-2.49,0.01,0.07
PgR090_g026,429.06,0.64,0.22,2.88,0.00,0.03
PgR090_g027,187.63,0.02,0.22,0.09,0.93,0.97
PgR090_g028,1249.24,-0.01,0.35,-0.03,0.98,0.99
PgR090_g030,146.93,7.03,1.08,6.53,0.00,0.00
PgR090_g031,351.62,2.92,0.67,4.34,0.00,0.00
PgR090_g032,67.76,0.58,0.31,1.91,0.06,0.19
PgR090_g033,460.38,0.63,0.29,2.15,0.03,0.13
PgR090_gPgp-10,577.79,-0.18,0.43,-0.42,0.68,0.83
PgR091_g001,787.31,0.32,0.26,1.21,0.23,0.44
PgR091_g002,532.55,0.52,0.28,1.86,0.06,0.20
PgR091_g003,33164.92,-0.29,0.50,-0.58,0.56,0.75
PgR091_g004,455.04,0.20,0.94,0.22,0.83,0.92
PgR091_g005,471.49,0.26,0.34,0.77,0.44,0.65
PgR091_g007,348.90,0.24,0.32,0.73,0.46,0.67
PgR091_g008,655.68,-0.46,0.29,-1.61,0.11,0.28
PgR091_g009,1086.74,0.49,0.36,1.34,0.18,0.39
PgR091_g010,25.52,6.69,1.77,3.77,0.00,0.00
PgR091_g013,15.58,-0.30,1.96,-0.15,0.88,0.94
PgR091_g015,9619.20,-0.18,0.32,-0.55,0.58,0.76
PgR091_g016,753.69,0.62,0.35,1.78,0.08,0.22
PgR091_g018,960.13,3.87,0.67,5.80,0.00,0.00
PgR091_g019,22.47,-1.18,1.50,-0.78,0.43,0.65
PgR091_g020,124.08,2.65,0.79,3.38,0.00,0.01
PgB05_g077,14.25,8.18,2.95,2.77,#N/A,#N/A
PgR091_g024,9699.84,-0.60,0.28,-2.09,0.04,0.14
PgR091_g026,9.23,-1.82,1.29,-1.41,0.16,0.36
PgR091_g027,1074.32,0.38,0.73,0.52,0.60,0.77
PgR091_g028,15706.57,-0.47,0.21,-2.27,0.02,0.10
PgR091_g029,29.95,4.08,1.11,3.69,0.00,0.00
PgR091_g030,126.29,5.46,0.96,5.68,0.00,0.00
PgR091_g032,44.90,-1.10,1.43,-0.77,0.44,0.65
PgR091_g033,113.97,0.30,0.53,0.56,0.58,0.76
PgR091_g034,1326.99,0.00,0.10,-0.04,0.97,0.98
PgR091_g035,10027.93,-0.25,0.18,-1.33,0.18,0.39
PgR091_g036,52.65,1.69,0.92,1.84,0.07,0.20
PgR091_g038,499.92,1.81,0.91,1.99,0.05,0.17
PgR091_g039,16335.47,-0.42,0.29,-1.44,0.15,0.35
PgR092_g001,281.39,0.21,0.35,0.62,0.54,0.73
PgR092_g004,852.86,-0.53,0.49,-1.10,0.27,0.49
PgR092_g005,30781.24,3.81,0.72,5.32,0.00,0.00
PgR025_g038,14.21,4.98,1.25,4.00,#N/A,#N/A
PgR092_g008,11273.28,-0.60,0.29,-2.04,0.04,0.15
PgR092_g009,6847.96,-0.55,0.26,-2.09,0.04,0.14
PgR092_g011,629.22,0.58,0.26,2.24,0.03,0.11
PgR092_g012,471.44,0.44,0.28,1.57,0.12,0.30
PgR092_g013,2678.24,-0.33,0.20,-1.67,0.10,0.26
PgR092_g014,274.21,-0.17,0.24,-0.70,0.48,0.69
PgR092_g015,3214.82,-0.34,0.26,-1.33,0.18,0.39
PgR092_g016,4965.51,-0.46,0.34,-1.38,0.17,0.37
PgR092_g017,1408.27,0.12,0.19,0.63,0.53,0.72
PgR092_g018,123.25,0.57,0.25,2.30,0.02,0.10
PgR092_g019,7911.49,-0.52,0.17,-2.96,0.00,0.03
PgR092_g020,4062.34,-0.37,0.80,-0.47,0.64,0.80
PgR092_g021,9676.37,-0.53,0.33,-1.60,0.11,0.29
PgR092_g022,226.51,-2.11,2.10,-1.00,0.32,0.54
PgR092_g023,436.09,1.70,1.17,1.46,0.14,0.34
PgR092_g024,777.84,0.61,0.95,0.64,0.52,0.72
PgR092_g025,12.03,6.03,1.63,3.70,0.00,0.00
PgR092_g026,1571.12,-0.39,0.25,-1.54,0.12,0.31
PgR092_g027,274.09,0.68,0.28,2.43,0.01,0.08
PgR092_g029,33.44,1.58,1.15,1.38,0.17,0.37
PgR092_g030,277.17,0.59,0.30,1.97,0.05,0.17
PgR092_g031,322.41,0.46,0.30,1.54,0.12,0.31
PgR092_g032,18.61,3.19,1.54,2.07,0.04,0.15
PgR092_g033,193.42,-0.76,0.99,-0.77,0.44,0.65
PgR092_g034,135.29,-0.80,0.73,-1.10,0.27,0.50
PgR092_g035,363.71,-1.24,0.65,-1.91,0.06,0.19
PgR092_g036,54.80,-0.07,0.53,-0.13,0.90,0.95
PgR092_g037,119.31,0.47,0.36,1.31,0.19,0.40
PgR093_g001,5.58,0.68,0.93,0.73,0.46,0.67
PgR093_g002,60.52,-0.04,0.42,-0.11,0.91,0.96
PgR093_g003,2549.04,0.01,0.15,0.07,0.95,0.97
PgR093_g004,3630.05,-0.30,0.34,-0.90,0.37,0.59
PgR093_g007,1800.48,-1.06,0.41,-2.61,0.01,0.06
PgR093_g008,3450.10,-0.07,0.60,-0.12,0.90,0.95
PgR093_g009,277.21,-1.12,1.82,-0.62,0.54,0.73
PgR093_g010,27.64,-0.37,0.85,-0.43,0.67,0.82
PgR093_g011,88.66,-0.47,0.63,-0.76,0.45,0.66
PgR093_g012,138.23,-0.74,0.95,-0.78,0.44,0.65
PgR093_g013,2882.53,-0.18,0.20,-0.88,0.38,0.60
PgR093_g015,334.45,-0.09,0.22,-0.41,0.68,0.83
PgR093_g016,59.76,-0.55,0.37,-1.49,0.14,0.33
PgR093_g018,10005.90,-0.85,0.27,-3.21,0.00,0.01
PgR093_g019,107.62,0.29,0.38,0.76,0.44,0.65
PgR093_g021,1832.22,-0.16,0.20,-0.80,0.42,0.64
PgR093_g022,19434.49,-0.30,0.19,-1.58,0.11,0.29
PgR093_g023,19.70,7.17,1.24,5.80,0.00,0.00
PgR093_g024,3139.00,-0.42,0.37,-1.12,0.26,0.48
PgR093_g025,405.77,0.82,0.45,1.84,0.07,0.21
PgR093_g026,1643.88,0.29,0.57,0.52,0.60,0.78
PgR093_g028,1001.52,-0.14,0.21,-0.66,0.51,0.71
PgR093_g029,73.90,-0.13,1.25,-0.10,0.92,0.96
PgR093_g031,66.50,1.36,1.18,1.15,0.25,0.47
PgR093_g032,4773.75,-0.33,0.34,-0.96,0.34,0.56
PgR093_g033,451.02,-0.74,0.95,-0.78,0.44,0.65
PgR093_g034,3298.57,-0.35,0.49,-0.72,0.47,0.68
PgR093_g036,2017.72,0.17,0.79,0.22,0.83,0.91
PgR094_g001,70.45,0.53,0.64,0.82,0.41,0.63
PgR094_g002,4693.48,2.88,0.74,3.89,0.00,0.00
PgR094_g003,884.59,0.45,0.46,0.97,0.33,0.55
PgR094_g004,30.00,0.05,0.56,0.09,0.93,0.96
PgR094_g005,2762.47,0.37,0.15,2.43,0.02,0.08
PgR094_g006,98.95,1.02,1.12,0.92,0.36,0.58
PgR094_g007,23.56,0.53,0.68,0.78,0.43,0.65
PgR094_g008,81.89,0.87,0.43,2.00,0.05,0.16
PgR094_g009,30.53,0.37,1.68,0.22,0.83,0.91
PgR094_g010,2817.18,-0.54,0.53,-1.01,0.31,0.54
PgR094_g011,3709.86,-0.63,0.18,-3.44,0.00,0.01
PgR094_g012,567.74,-0.62,0.20,-3.12,0.00,0.02
PgR094_g013,539.43,0.13,0.33,0.38,0.71,0.84
PgR094_g014,267.12,0.73,0.26,2.81,0.01,0.04
PgR094_g015,68061.72,0.01,0.31,0.04,0.97,0.98
PgR094_g016,4.26,-2.81,1.09,-2.57,0.01,0.06
PgR094_g017,2689.51,-0.60,0.52,-1.15,0.25,0.47
PgR094_g018,277.20,0.31,0.25,1.22,0.22,0.44
PgR094_g019,2.80,-0.32,2.31,-0.14,0.89,0.95
PgR094_g022,332.35,0.74,0.25,3.00,0.00,0.02
PgR094_g023,84.33,2.76,0.86,3.20,0.00,0.01
PgR094_g024,22.12,0.27,1.89,0.14,0.89,0.95
PgR094_g025,291.31,0.75,0.26,2.89,0.00,0.03
PgR094_g028,67.42,-0.57,0.80,-0.72,0.47,0.68
PgR094_g029,1476.63,0.20,0.46,0.44,0.66,0.82
PgR094_g030,20.89,-0.25,0.72,-0.35,0.73,0.86
PgR094_g031,434.89,-0.28,0.45,-0.63,0.53,0.73
PgR094_g032,2958.27,-0.24,0.28,-0.84,0.40,0.62
PgR094_g034,149.53,0.44,0.29,1.55,0.12,0.31
PgR094_g035,172.22,0.62,0.36,1.75,0.08,0.24
PgR094_g036,58.87,1.38,0.50,2.76,0.01,0.04
PgR095X_g002,4.60,-1.90,1.46,-1.30,0.19,0.40
PgR095X_g003,9278.65,-0.44,0.23,-1.91,0.06,0.19
PgR095X_g004,673.92,-0.52,0.25,-2.12,0.03,0.13
PgR095X_g005,1963.98,-0.25,0.18,-1.39,0.17,0.37
PgR095X_g006,315.01,0.40,0.21,1.94,0.05,0.18
PgR095X_g007,91.09,-0.05,0.46,-0.11,0.91,0.96
PgR095X_g008,151.27,0.60,0.34,1.79,0.07,0.22
PgR095X_g009,9.98,1.88,1.22,1.54,0.12,0.31
PgR095X_g010,55.23,0.79,0.99,0.80,0.43,0.64
PgR095X_g011,1653.85,-0.09,0.26,-0.37,0.71,0.85
PgR095X_g012,622.79,0.01,0.23,0.03,0.98,0.99
PgR095X_g013,1590.36,0.26,0.22,1.20,0.23,0.45
PgR095X_g014,1740.64,-0.13,0.17,-0.76,0.45,0.66
PgR095X_g015,783.12,0.31,0.29,1.07,0.29,0.51
PgR095X_g016,11.64,2.13,1.20,1.77,0.08,0.23
PgR095X_g018,1638.91,-0.07,0.24,-0.30,0.76,0.88
PgR095X_g019,152.93,1.32,0.50,2.62,0.01,0.06
PgR095X_g020,1172.03,0.56,0.29,1.96,0.05,0.17
PgR095X_g021,243.86,0.08,0.39,0.19,0.85,0.92
PgR095X_g022,2579.43,0.14,0.35,0.41,0.69,0.83
PgR095X_g023,10218.39,0.42,0.48,0.88,0.38,0.60
PgR095X_g024,9334.71,0.18,0.19,0.96,0.33,0.56
PgR095X_g025,1187.61,0.08,1.08,0.07,0.94,0.97
PgR095X_g026,11.13,-1.12,1.53,-0.73,0.46,0.67
PgR095X_g028,8.24,-0.39,0.83,-0.47,0.64,0.80
PgR095X_g029,3.30,1.04,1.36,0.77,0.44,0.65
PgR095X_g033,559.10,0.47,0.33,1.41,0.16,0.36
PgR095X_g034,289.19,-0.54,0.27,-2.00,0.05,0.16
PgR095X_g035,1067.50,0.20,0.39,0.52,0.61,0.78
PgR095X_g036,1091.00,0.41,0.27,1.51,0.13,0.32
PgR095X_g037,11.58,0.09,0.92,0.10,0.92,0.96
PgR095X_g040,5.34,-5.08,4.87,-1.04,0.30,0.52
PgR096_g001,37.86,3.32,0.76,4.39,0.00,0.00
PgR096_g002,2704.44,-1.23,0.46,-2.70,0.01,0.05
PgR096_g003,104.60,0.05,0.30,0.17,0.87,0.93
PgR096_g004,1332.64,0.09,0.19,0.49,0.62,0.79
PgR096_g005,1367.00,0.18,0.21,0.84,0.40,0.62
PgR096_g006,3.04,1.90,1.17,1.62,0.10,0.28
PgR096_g008,2454.85,-0.10,0.23,-0.43,0.67,0.82
PgR096_g009,534.43,0.61,0.28,2.20,0.03,0.12
PgR096_g010,4257.49,-0.14,0.26,-0.56,0.58,0.76
PgR096_g011,35.89,7.67,1.27,6.04,0.00,0.00
PgR096_g013,36.19,0.38,1.32,0.29,0.78,0.88
PgR096_g015,473.08,0.22,0.30,0.72,0.47,0.68
PgR096_g016,2052.80,-0.47,0.45,-1.02,0.31,0.53
PgR096_g017,222.93,0.46,0.24,1.89,0.06,0.19
PgR096_g018,22.22,0.55,0.68,0.81,0.42,0.63
PgR096_g019,62.45,0.64,0.95,0.68,0.50,0.70
PgR096_g020,341.05,0.95,0.77,1.24,0.22,0.43
PgR096_g021,23.42,1.38,1.06,1.30,0.19,0.40
PgR096_g023,1928.87,-0.20,0.33,-0.61,0.55,0.74
PgR096_g024,175.25,0.34,0.22,1.53,0.12,0.31
PgR096_g026,664.55,0.28,0.20,1.40,0.16,0.36
PgR096_g027,1888.97,0.03,0.24,0.12,0.91,0.95
PgR097_g001,1410.68,0.84,0.31,2.75,0.01,0.04
PgR097_g002,1697.19,0.25,0.47,0.54,0.59,0.77
PgR097_g003,1311.14,-0.76,0.38,-2.00,0.05,0.16
PgR097_g004,7718.74,0.35,0.33,1.06,0.29,0.51
PgR097_g005,643.32,-0.55,1.14,-0.49,0.63,0.79
PgR097_g006,159.92,0.57,0.42,1.35,0.18,0.38
PgR097_g007,58.41,0.95,0.45,2.11,0.04,0.14
PgR097_g008,32.46,0.17,1.00,0.17,0.86,0.93
PgR097_g009,4.06,2.29,1.66,1.38,0.17,0.37
PgR097_g010,18.72,-1.07,1.64,-0.65,0.51,0.71
PgR097_g011,2728.91,-0.40,0.41,-0.98,0.33,0.55
PgR097_g012,3.72,-0.06,0.86,-0.07,0.95,0.97
PgR097_g013,2.82,0.60,1.15,0.52,0.60,0.77
PgR097_g015,1359.04,-0.81,0.37,-2.21,0.03,0.12
PgR097_g016,4.49,2.14,1.61,1.33,0.18,0.39
PgR097_g017,377.42,0.56,0.43,1.31,0.19,0.40
PgR097_g019,32.12,-0.36,1.35,-0.26,0.79,0.89
PgR097_g020,897.56,0.59,0.24,2.42,0.02,0.08
PgR097_g022,24905.31,-0.44,0.19,-2.40,0.02,0.08
PgR097_g023,2096.79,0.03,0.15,0.22,0.83,0.92
PgR097_g024,62.13,2.77,1.16,2.38,0.02,0.09
PgR097_g025,730.87,1.21,0.35,3.44,0.00,0.01
PgR097_g027,466.02,-0.22,0.33,-0.69,0.49,0.69
PgR098_g001,20.84,2.10,0.88,2.40,0.02,0.08
PgR098_g004,1130.40,5.72,0.72,7.92,0.00,0.00
PgR098_g005,232.96,0.60,1.50,0.40,0.69,0.83
PgR098_g006,96097.18,1.09,0.47,2.32,0.02,0.10
PgR098_g008,3.32,0.82,1.75,0.47,0.64,0.80
PgR098_g009,3005.72,2.41,0.72,3.33,0.00,0.01
PgR098_g010,3439.01,1.83,0.79,2.30,0.02,0.10
PgR098_g011,38.79,0.91,1.01,0.91,0.36,0.58
PgR098_g012,10.59,1.35,1.51,0.89,0.37,0.59
PgR098_g013,3.90,-0.10,1.23,-0.08,0.93,0.97
PgR098_g014,2.23,3.07,2.04,1.51,0.13,0.32
PgR098_g015,4133.39,-0.08,0.16,-0.53,0.59,0.77
PgR098_g016,843.41,1.78,0.44,4.04,0.00,0.00
PgR098_g017,171.98,4.40,0.81,5.44,0.00,0.00
PgR098_g018,12671.09,-0.43,0.31,-1.36,0.17,0.38
PgR098_g019,206.05,1.04,0.55,1.88,0.06,0.20
PgR098_g020,687.98,0.18,0.22,0.84,0.40,0.62
PgR098_g022,1154.23,-0.23,0.22,-1.06,0.29,0.51
PgR098_g023,1762.12,0.37,0.20,1.82,0.07,0.21
PgR098_g024,4198.80,-0.16,0.24,-0.67,0.50,0.70
PgR098_g025,1852.83,-0.94,0.26,-3.69,0.00,0.00
PgR098_g026,54.30,0.92,0.80,1.15,0.25,0.47
PgR098_g027,814.63,-0.46,0.19,-2.40,0.02,0.08
PgR098_g028,3375.14,0.08,0.23,0.34,0.74,0.86
PgR098_g029,9223.27,-0.67,0.28,-2.38,0.02,0.09
PgR098_g030,1443.35,0.43,0.27,1.63,0.10,0.28
PgR099_g001,590.32,0.21,0.68,0.32,0.75,0.87
PgR099_g002,322.51,0.28,0.70,0.40,0.69,0.83
PgR099_g003,3889.74,-0.50,0.78,-0.64,0.52,0.72
PgR099_g004,392.48,0.50,0.59,0.85,0.40,0.61
PgR099_g005,517.09,-0.13,0.24,-0.52,0.60,0.78
PgR099_g006,827.32,-1.05,0.40,-2.62,0.01,0.05
PgR099_g007,1154.14,0.60,0.38,1.59,0.11,0.29
PgR099_g008,1069.94,-1.55,2.74,-0.57,0.57,0.75
PgR099_g010,3.49,1.70,2.34,0.73,0.47,0.67
PgR008_g082,13.83,6.76,1.31,5.17,#N/A,#N/A
PgR099_g012,390.50,0.41,0.25,1.66,0.10,0.27
PgR099_g014,12726.68,-0.20,0.40,-0.49,0.62,0.79
PgR099_g015,886.29,-0.31,0.36,-0.87,0.38,0.60
PgR099_g017,2259.05,0.03,0.28,0.11,0.91,0.96
PgR099_g018,93.35,1.36,3.17,0.43,0.67,0.82
PgR099_g019,2488.05,-1.41,2.71,-0.52,0.60,0.78
PgR099_g020,194.82,-0.47,0.93,-0.50,0.62,0.78
PgR099_g021,247.33,-0.22,0.21,-1.06,0.29,0.51
PgR099_g022,214.17,2.91,1.14,2.55,0.01,0.06
PgR099_g023,34.26,0.37,1.04,0.36,0.72,0.85
PgR099_g024,20.06,4.83,1.77,2.73,0.01,0.04
PgR099_g027,107.73,8.69,1.81,4.81,0.00,0.00
PgR099_g029,7.26,-0.65,1.18,-0.55,0.58,0.76
PgR099_g030,8428.73,-0.43,0.31,-1.39,0.17,0.37
PgR099_g031,3.31,2.50,1.79,1.40,0.16,0.36
PgR099_g032,1331.31,0.28,0.29,0.95,0.34,0.56
PgR099_g033,15.19,0.68,1.29,0.53,0.60,0.77
PgR099_g034,360.32,0.36,0.31,1.15,0.25,0.47
PgR099_g037,291.51,0.57,0.36,1.60,0.11,0.29
PgR099_g038,1413.34,-0.69,0.25,-2.82,0.00,0.04
PgR099_g040,330.58,0.28,0.33,0.85,0.40,0.62
PgR099_g041,679.89,-4.14,1.00,-4.14,0.00,0.00
PgR099_g042,109.25,0.38,1.30,0.29,0.77,0.88
PgR099_g044,35.21,0.16,0.51,0.31,0.76,0.87
PgR100X_g001,4253.89,-0.06,0.33,-0.17,0.86,0.93
PgR100X_g002,7518.97,-0.24,0.20,-1.16,0.24,0.46
PgR100X_g003,314.96,-0.38,0.39,-0.98,0.33,0.55
PgR100X_g004,1805.56,-0.23,0.21,-1.07,0.28,0.51
PgR100X_g005,3.96,0.82,1.87,0.44,0.66,0.81
PgR100X_g006,2797.90,0.12,0.29,0.40,0.69,0.83
PgR100X_g007,18.32,3.23,1.25,2.58,0.01,0.06
PgR100X_g008,1.70,2.78,2.02,1.38,0.17,0.37
PgR100X_g009,4.43,1.53,1.49,1.03,0.30,0.53
PgR100X_g010,187.92,-0.23,1.18,-0.20,0.84,0.92
PgR100X_g011,7960.66,-0.40,0.18,-2.21,0.03,0.12
PgR100X_g014,671.57,0.75,0.33,2.28,0.02,0.10
PgR100X_g015,1329.61,-0.01,0.16,-0.09,0.93,0.96
PgR100X_g016,299.99,0.13,0.16,0.83,0.41,0.62
PgR100X_g017,32.17,-0.26,0.76,-0.35,0.73,0.86
